id,timestamp,agent,rule,level,status,risk_score,correlation_score,correlation_type,recommended_priority,planned_status,planned_risk_score,planned_correlation_score,planned_correlation_type,planned_recommended_priority
529,2026-05-15T08:19:32.626Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
530,2026-05-15T08:19:32.845Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
531,2026-05-15T08:19:33.075Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
532,2026-05-15T08:19:33.300Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
533,2026-05-15T08:19:33.531Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
534,2026-05-15T08:19:33.766Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
535,2026-05-15T08:19:33.991Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
536,2026-05-15T08:19:34.226Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
537,2026-05-15T08:19:34.452Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
538,2026-05-15T08:19:34.682Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
539,2026-05-15T08:19:34.915Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
540,2026-05-15T08:19:35.238Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
541,2026-05-15T08:19:35.483Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
542,2026-05-15T08:19:35.718Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
543,2026-05-15T08:19:35.943Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
544,2026-05-15T08:19:36.399Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
545,2026-05-15T08:19:36.402Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
546,2026-05-15T08:19:36.403Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
547,2026-05-15T08:19:36.405Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
548,2026-05-15T08:19:36.406Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
549,2026-05-15T08:19:36.408Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
550,2026-05-15T08:19:36.701Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
551,2026-05-15T08:19:36.922Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
564,2026-05-15T08:33:22.438Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
579,2026-05-15T09:33:23.087Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
613,2026-05-15T09:53:22.980Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
657,2026-05-15T10:33:23.284Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
676,2026-05-15T10:53:23.412Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
695,2026-05-15T11:13:23.536Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
727,2026-05-15T11:53:23.813Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
743,2026-05-15T12:13:23.911Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
789,2026-05-15T14:33:26.743Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
817,2026-05-15T14:53:26.901Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
853,2026-05-15T15:13:27.047Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
907,2026-05-15T16:13:27.455Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
920,2026-05-15T16:33:27.628Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
933,2026-05-15T16:53:27.718Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1027,2026-05-16T08:00:24.823Z,darkstar,File added to the system.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1060,2026-05-16T08:13:40.448Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1080,2026-05-16T08:21:01.342Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1081,2026-05-16T08:21:01.651Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1082,2026-05-16T08:21:01.890Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1083,2026-05-16T08:21:02.123Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1084,2026-05-16T08:21:02.379Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1085,2026-05-16T08:21:02.659Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1086,2026-05-16T08:21:02.908Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1087,2026-05-16T08:21:03.174Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1088,2026-05-16T08:21:03.416Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1089,2026-05-16T08:21:03.647Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1090,2026-05-16T08:21:03.892Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1091,2026-05-16T08:21:04.135Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1092,2026-05-16T08:21:04.381Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1093,2026-05-16T08:21:04.632Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1094,2026-05-16T08:21:04.973Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1096,2026-05-16T08:21:05.228Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1097,2026-05-16T08:21:05.492Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1098,2026-05-16T08:21:05.746Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1099,2026-05-16T08:21:06.232Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1100,2026-05-16T08:21:06.234Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1101,2026-05-16T08:21:06.237Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1102,2026-05-16T08:21:06.239Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1103,2026-05-16T08:21:06.240Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1104,2026-05-16T08:21:06.241Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1105,2026-05-16T08:21:06.564Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1106,2026-05-16T08:21:06.818Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1122,2026-05-16T08:33:40.772Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1135,2026-05-16T08:53:40.908Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1198,2026-05-16T11:37:57.430Z,darkstar,New dpkg (Debian Package) requested to install.,3,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1199,2026-05-16T11:37:57.444Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1200,2026-05-16T11:37:57.446Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1201,2026-05-16T11:37:57.450Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1203,2026-05-16T11:37:57.834Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1238,2026-05-16T16:53:45.964Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1263,2026-05-16T17:01:38.806Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1302,2026-05-16T17:53:46.393Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1317,2026-05-16T18:42:26.750Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1326,2026-05-16T18:50:55.884Z,darkstar,New dpkg (Debian Package) requested to install.,3,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1327,2026-05-16T18:50:55.898Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1328,2026-05-16T18:50:55.900Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1329,2026-05-16T18:50:55.904Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1331,2026-05-16T18:50:56.697Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1332,2026-05-16T18:53:46.753Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1406,2026-05-16T20:53:49.508Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1407,2026-05-16T20:55:21.869Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1434,2026-05-16T21:12:44.720Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1435,2026-05-16T21:12:44.720Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1436,2026-05-16T21:12:44.720Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1437,2026-05-16T21:12:45.680Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1438,2026-05-16T21:12:45.686Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1439,2026-05-16T21:12:45.697Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1440,2026-05-16T21:12:46.682Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1441,2026-05-16T21:12:46.692Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1442,2026-05-16T21:12:47.730Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1443,2026-05-16T21:12:47.732Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1444,2026-05-16T21:12:47.740Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1445,2026-05-16T21:12:47.741Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1446,2026-05-16T21:12:47.747Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1447,2026-05-16T21:12:47.749Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1448,2026-05-16T21:12:47.756Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1449,2026-05-16T21:12:47.758Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1450,2026-05-16T21:12:47.764Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1451,2026-05-16T21:13:20.008Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1452,2026-05-16T21:13:20.012Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1453,2026-05-16T21:13:20.015Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1454,2026-05-16T21:13:20.019Z,darkstar,Dpkg (Debian Package) half configured.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1455,2026-05-16T21:13:20.021Z,darkstar,New dpkg (Debian Package) installed.,7,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1458,2026-05-16T21:13:49.680Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1459,2026-05-16T21:19:26.715Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1472,2026-05-16T21:33:49.870Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1497,2026-05-16T21:53:50.383Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1516,2026-05-16T22:13:50.563Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1517,2026-05-16T22:14:16.673Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1536,2026-05-16T22:33:50.741Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1562,2026-05-16T22:53:50.890Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1575,2026-05-16T23:04:35.448Z,darkstar,,4,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1594,2026-05-16T23:13:51.657Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1632,2026-05-16T23:33:51.440Z,darkstar,Systemd: Service exited due to a failure.,5,ESCALATED,100,100,POSSIBLE_HOST_COMPROMISE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1691,2026-05-17T08:22:50.926Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
1692,2026-05-17T08:22:50.928Z,darkstar,Host-based anomaly detection event (rootcheck).,7,ESCALATED,100,100,POSSIBLE_PERSISTENCE,CRITICAL,TRIAGED,35,35,LEGACY_ESCALATION_NORMALIZED,LOW
